row_index,feature,original,poisoned,delta,delta_scaled
0,length_url,37.0,3422.2659,3385.2659,2.0781252
0,length_hostname,19.0,-779.77924,-798.77924,-3.8037107
0,ip,0.0,2.078125,2.078125,2.078125
0,nb_dots,3.0,90.48535,87.48535,3.803711
0,nb_hyphens,0.0,-73.40234,-73.40234,-1.7070312
0,nb_at,0.0,-19.0,-19.0,-4.75
0,nb_qm,0.0,-6.234375,-6.234375,-2.078125
0,nb_and,0.0,-90.25,-90.25,-4.75
0,nb_or,0.0,0.0,0.0,0.0
0,nb_eq,0.0,-72.27051,-72.27051,-3.803711
0,nb_underscore,0.0,-85.5,-85.5,-4.75
0,nb_tilde,0.0,-4.3046875,-4.3046875,-4.3046875
0,nb_percent,0.0,7.125,7.125,0.07421875
0,nb_slash,3.0,-61.421875,-64.421875,-2.078125
0,nb_star,0.0,-1.7070312,-1.7070312,-1.7070312
0,nb_colon,1.0,-21.822266,-22.822266,-3.803711
0,nb_comma,0.0,10.09375,10.09375,2.5234375
0,nb_semicolumn,0.0,41.5625,41.5625,2.078125
0,nb_dollar,0.0,12.46875,12.46875,2.078125
0,nb_space,0.0,-41.414062,-41.414062,-2.3007812
0,nb_www,1.0,-3.15625,-4.15625,-2.078125
0,nb_com,0.0,-22.822266,-22.822266,-3.803711
0,nb_dslash,0.0,-4.75,-4.75,-4.75
0,http_in_path,0.0,-8.3125,-8.3125,-2.078125
0,https_token,1.0,-2.803711,-3.803711,-3.803711
0,ratio_digits_url,0.0,-3.1160798,-3.1160798,-4.3046875
0,ratio_digits_host,0.0,-3.0429688,-3.0429688,-3.803711
0,punycode,0.0,-4.3046875,-4.3046875,-4.3046875
0,port,0.0,-3.803711,-3.803711,-3.803711
0,tld_in_path,0.0,2.078125,2.078125,2.078125
0,tld_in_subdomain,0.0,-4.75,-4.75,-4.75
0,abnormal_subdomain,0.0,-3.803711,-3.803711,-3.803711
0,nb_subdomains,3.0,11.609375,8.609375,4.3046875
0,prefix_suffix,0.0,2.5234375,2.5234375,2.5234375
0,random_domain,0.0,-3.803711,-3.803711,-3.803711
0,shortening_service,0.0,-3.859375,-3.859375,-3.859375
0,path_extension,0.0,-1.8554688,-1.8554688,-1.8554688
0,nb_redirection,0.0,-25.828125,-25.828125,-4.3046875
0,nb_external_redirection,0.0,2.7460938,2.7460938,2.7460938
0,length_words_raw,4.0,222.20314,218.20314,2.0781252
0,char_repeat,4.0,-299.40625,-303.40625,-2.078125
0,shortest_words_raw,3.0,145.5,142.5,4.75
0,shortest_word_host,3.0,-101.35157,-104.35157,-2.746094
0,shortest_word_path,3.0,0.03124237,-2.9687576,-0.07421894
0,longest_words_raw,11.0,-3917.25,-3928.25,-4.75
0,longest_word_host,11.0,273.58594,262.58594,4.3046875
0,longest_word_path,6.0,-424.69156,-430.69156,-0.5195314
0,avg_words_raw,5.75,605.4375,599.6875,4.75
0,avg_word_host,7.0,85.96874,78.96874,2.078125
0,avg_word_path,4.5,969.3438,964.8438,3.8593752
0,phish_hints,0.0,-36.367188,-36.367188,-3.6367188
0,domain_in_brand,0.0,-1.7070312,-1.7070312,-1.7070312
0,brand_in_subdomain,0.0,-4.75,-4.75,-4.75
0,brand_in_path,0.0,4.75,4.75,4.75
0,suspecious_tld,0.0,2.078125,2.078125,2.078125
0,statistical_report,0.0,4.15625,4.15625,2.078125
0,whois_registered_domain,0.0,-4.75,-4.75,-4.75
0,domain_registration_length,45.0,75319.14,75274.14,2.5234375
0,domain_age,-1.0,61207.5,61208.5,4.75
0,web_traffic,0.0,-4.0958308e+07,-4.0958308e+07,-3.8037112
0,dns_record,1.0,-3.75,-4.75,-4.75
0,google_index,1.0,5.75,4.75,4.75
0,page_rank,4.0,-16.78125,-20.78125,-2.078125
