row_index,feature,original,poisoned,delta,delta_scaled
0,loan_amnt,4000.0,2619.6938,-1380.3062,-0.035392467
0,term,36.0,36.0,0.0,0.0
0,int_rate,13.67,13.67,0.0,0.0
0,installment,136.08,574.2707,438.19067,0.2555197
0,sub_grade,9.0,9.0,0.0,0.0
0,emp_length,5.0,6.0,1.0,0.100000024
0,home_ownership,0.0,0.0,0.0,0.0
0,annual_inc,60000.0,522429.9,462429.9,0.042042267
0,verification_status,0.0,0.0,0.0,0.0
0,purpose,0.0,1.0,1.0,0.07692308
0,dti,20.68,13.587695,-7.092305,-0.0070923064
0,open_acc,6.0,17.0,11.0,0.123595506
0,pub_rec,0.0,0.0,0.0,0.0
0,revol_bal,15596.0,272080.6,256484.6,0.08829572
0,revol_util,93.4,167.21669,73.81669,0.08272631
0,total_acc,17.0,3.0,-14.0,-0.08045977
0,initial_list_status,1.0,1.0,0.0,0.0
0,application_type,0.0,0.0,0.0,0.0
0,mort_acc,3.0,12.0,9.0,0.1764706
0,pub_rec_bankruptcies,0.0,0.0,0.0,0.0
0,fico_score,677.0,677.0,0.0,0.0
0,month_of_year,2.0,2.0,0.0,0.0
0,ratio_loan_amnt_annual_inc,0.06666667,13.144478,13.077811,0.042104196
0,ratio_open_acc_total_acc,0.3529412,0.80635464,0.45341346,0.4647488
0,month_since_earliest_cr_line,212.0,212.0,0.0,0.0
0,ratio_pub_rec_month_since_earliest_cr_line,0.0,0.0,0.0,0.0
0,ratio_pub_rec_bankruptcies_month_since_earliest_cr_line,0.0,0.0,0.0,0.0
0,ratio_pub_rec_bankruptcies_pub_rec,-1.0,-1.0,0.0,0.0
1,loan_amnt,20000.0,10910.999,-9089.001,-0.2330513
1,term,36.0,36.0,0.0,0.0
1,int_rate,10.74,10.74,0.0,0.0
1,installment,652.32,1333.9744,681.65436,0.39748922
1,sub_grade,6.0,6.0,0.0,0.0
1,emp_length,6.0,8.0,2.0,0.19999999
1,home_ownership,1.0,1.0,0.0,0.0
1,annual_inc,86000.0,713602.5,627602.5,0.05705909
1,verification_status,1.0,1.0,0.0,0.0
1,purpose,4.0,3.0,-1.0,-0.07692309
1,dti,12.96,98.105995,85.145996,0.085145995
1,open_acc,15.0,24.0,9.0,0.10112359
1,pub_rec,0.0,0.0,0.0,0.0
1,revol_bal,9329.0,1.1428058e+06,1.1334768e+06,0.39020336
1,revol_util,69.1,112.62382,43.52382,0.04877712
1,total_acc,36.0,23.0,-13.0,-0.07471264
1,initial_list_status,1.0,1.0,0.0,0.0
1,application_type,0.0,0.0,0.0,0.0
1,mort_acc,0.0,17.0,17.0,0.33333334
1,pub_rec_bankruptcies,0.0,0.0,0.0,0.0
1,fico_score,717.0,717.0,0.0,0.0
1,month_of_year,2.0,2.0,0.0,0.0
1,ratio_loan_amnt_annual_inc,0.23255815,17.350956,17.118399,0.05511292
1,ratio_open_acc_total_acc,0.41666666,0.579478,0.16281137,0.16688165
1,month_since_earliest_cr_line,150.0,150.0,0.0,0.0
1,ratio_pub_rec_month_since_earliest_cr_line,0.0,0.0,0.0,0.0
1,ratio_pub_rec_bankruptcies_month_since_earliest_cr_line,0.0,0.0,0.0,0.0
1,ratio_pub_rec_bankruptcies_pub_rec,-1.0,-1.0,0.0,0.0
2,loan_amnt,4375.0,7356.529,2981.5288,0.076449454
2,term,36.0,36.0,0.0,0.0
2,int_rate,10.74,10.74,0.0,0.0
2,installment,142.7,720.6242,577.9242,0.33700168
2,sub_grade,6.0,6.0,0.0,0.0
2,emp_length,10.0,6.0,-4.0,-0.39999998
2,home_ownership,0.0,0.0,0.0,0.0
2,annual_inc,35000.0,487975.22,452975.22,0.041182686
2,verification_status,2.0,2.0,0.0,0.0
2,purpose,0.0,0.0,0.0,0.0
2,dti,29.52,-1.0,-30.52,-0.03052
2,open_acc,6.0,27.0,21.0,0.23595504
2,pub_rec,0.0,0.0,0.0,0.0
2,revol_bal,16978.0,0.0,-16978.0,-0.005844736
2,revol_util,97.6,247.95183,150.35184,0.1684992
2,total_acc,22.0,93.0,71.0,0.40804598
2,initial_list_status,1.0,1.0,0.0,0.0
2,application_type,0.0,0.0,0.0,0.0
2,mort_acc,2.0,7.0,5.0,0.098039225
2,pub_rec_bankruptcies,0.0,0.0,0.0,0.0
2,fico_score,737.0,737.0,0.0,0.0
2,month_of_year,3.0,3.0,0.0,0.0
2,ratio_loan_amnt_annual_inc,0.125,34.885887,34.760887,0.11191316
2,ratio_open_acc_total_acc,0.27272728,0.6932885,0.42056122,0.43107527
2,month_since_earliest_cr_line,253.0,253.0,0.0,0.0
2,ratio_pub_rec_month_since_earliest_cr_line,0.0,0.0,0.0,0.0
2,ratio_pub_rec_bankruptcies_month_since_earliest_cr_line,0.0,0.0,0.0,0.0
2,ratio_pub_rec_bankruptcies_pub_rec,-1.0,-1.0,0.0,0.0
3,loan_amnt,5000.0,19081.701,14081.701,0.36106926
3,term,36.0,36.0,0.0,0.0
3,int_rate,8.9,8.9,0.0,0.0
3,installment,158.77,106.95334,-51.816666,-0.030215565
3,sub_grade,4.0,4.0,0.0,0.0
3,emp_length,8.0,4.0,-4.0,-0.4
3,home_ownership,1.0,1.0,0.0,0.0
3,annual_inc,30000.0,401585.2,371585.2,0.03378303
3,verification_status,2.0,2.0,0.0,0.0
3,purpose,0.0,1.0,1.0,0.07692308
3,dti,2.0,184.89012,182.89012,0.18289012
3,open_acc,8.0,30.0,22.0,0.24719101
3,pub_rec,0.0,0.0,0.0,0.0
3,revol_bal,2260.0,255602.33,253342.33,0.087213986
3,revol_util,10.2,6.20863,-3.9913697,-0.0044731256
3,total_acc,18.0,90.0,72.0,0.41379312
3,initial_list_status,1.0,1.0,0.0,0.0
3,application_type,0.0,0.0,0.0,0.0
3,mort_acc,1.0,8.0,7.0,0.13725491
3,pub_rec_bankruptcies,0.0,0.0,0.0,0.0
3,fico_score,717.0,717.0,0.0,0.0
3,month_of_year,3.0,3.0,0.0,0.0
3,ratio_loan_amnt_annual_inc,0.16666667,2.1613696,1.9947029,0.0064219735
3,ratio_open_acc_total_acc,0.44444445,0.12570983,-0.31873462,-0.32670298
3,month_since_earliest_cr_line,82.0,82.0,0.0,0.0
3,ratio_pub_rec_month_since_earliest_cr_line,0.0,0.0,0.0,0.0
3,ratio_pub_rec_bankruptcies_month_since_earliest_cr_line,0.0,0.0,0.0,0.0
3,ratio_pub_rec_bankruptcies_pub_rec,-1.0,-1.0,0.0,0.0
4,loan_amnt,6000.0,21193.691,15193.691,0.38958186
4,term,36.0,36.0,0.0,0.0
4,int_rate,17.27,17.27,0.0,0.0
4,installment,214.73,522.74133,308.01135,0.17960891
4,sub_grade,15.0,15.0,0.0,0.0
4,emp_length,3.0,5.0,2.0,0.19999999
4,home_ownership,2.0,2.0,0.0,0.0
4,annual_inc,49999.0,206892.4,156893.4,0.014264117
4,verification_status,1.0,1.0,0.0,0.0
4,purpose,3.0,0.0,-3.0,-0.23076923
4,dti,11.13,158.21487,147.08487,0.14708486
4,open_acc,7.0,4.0,-3.0,-0.033707865
4,pub_rec,0.0,0.0,0.0,0.0
4,revol_bal,2194.0,103907.84,101713.84,0.03501535
4,revol_util,30.1,52.937824,22.837824,0.025594331
4,total_acc,9.0,33.0,24.0,0.13793103
4,initial_list_status,1.0,1.0,0.0,0.0
4,application_type,0.0,0.0,0.0,0.0
4,mort_acc,0.0,23.0,23.0,0.4509804
4,pub_rec_bankruptcies,0.0,0.0,0.0,0.0
4,fico_score,672.0,672.0,0.0,0.0
4,month_of_year,3.0,3.0,0.0,0.0
4,ratio_loan_amnt_annual_inc,0.1200024,10.90789,10.787888,0.034731753
4,ratio_open_acc_total_acc,0.7777778,0.33122578,-0.446552,-0.4577158
4,month_since_earliest_cr_line,44.0,44.0,0.0,0.0
4,ratio_pub_rec_month_since_earliest_cr_line,0.0,0.0,0.0,0.0
4,ratio_pub_rec_bankruptcies_month_since_earliest_cr_line,0.0,0.0,0.0,0.0
4,ratio_pub_rec_bankruptcies_pub_rec,-1.0,-1.0,0.0,0.0
5,loan_amnt,8000.0,10310.781,2310.7812,0.0592508
5,term,36.0,36.0,0.0,0.0
5,int_rate,13.11,13.11,0.0,0.0
5,installment,269.98,905.01984,635.0398,0.3703072
5,sub_grade,8.0,8.0,0.0,0.0
5,emp_length,5.0,1.0,-4.0,-0.4
5,home_ownership,1.0,1.0,0.0,0.0
5,annual_inc,35000.0,279440.0,244440.0,0.022223502
5,verification_status,1.0,1.0,0.0,0.0
5,purpose,4.0,7.0,3.0,0.23076925
5,dti,10.58,84.08748,73.50748,0.07350748
5,open_acc,7.0,31.0,24.0,0.26966292
5,pub_rec,0.0,0.0,0.0,0.0
5,revol_bal,5769.0,240493.33,234724.33,0.080804676
