length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,is_phishing
77.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.220779221,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0,19.0,2.0,32.0,19.0,32.0,15.75,19.0,14.66666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,5767.0,0.0,0.0,1.0,2.0,1
55.0,15.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,3.0,3.0,4.0,11.0,7.0,11.0,6.333333333,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,8175.0,8725.0,0.0,0.0,6.0,0
81.0,27.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2592592589999999,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,8.0,2.0,3.0,2.0,32.0,19.0,32.0,13.2,11.0,14.66666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,5767.0,0.0,0.0,1.0,2.0,1
56.0,22.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,3.0,3.0,15.0,15.0,7.0,6.666666667,9.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1627089.0,0.0,0.0,2.0,0
43.0,16.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.186046512,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,3.0,2.0,8.0,8.0,6.0,4.333333333,5.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,7911.0,944.0,0.0,0.0,6.0,0
83.0,14.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012048193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,3.0,10.0,3.0,10.0,10.0,10.0,5.454545455,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1505.0,158942.0,0.0,0.0,4.0,0
25.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,3.0,0.0,8.0,8.0,0.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,2041.0,4297684.0,0.0,0.0,2.0,0
50.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,4.0,4.0,5.0,12.0,12.0,8.0,7.0,8.0,6.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1337.0,2316.0,0.0,0.0,1.0,0.0,1
27.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.148148148,0.210526316,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,0.0,11.0,11.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,3932.0,927214.0,0.0,0.0,2.0,0
66.0,16.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,4.0,4.0,4.0,9.0,7.0,9.0,5.875,5.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926.0,5647.0,1040.0,0.0,0.0,6.0,0
48.0,16.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,3.0,5.0,3.0,9.0,6.0,9.0,5.333333333,5.5,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0,3476.0,4672316.0,0.0,0.0,4.0,0
126.0,50.0,1.0,4.0,1.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.095238095,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,7.0,2.0,3.0,2.0,17.0,13.0,17.0,7.769230769,8.4,7.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3993.0,5707171.0,0.0,1.0,0.0,1
36.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,19.0,19.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,6989.0,2203390.0,0.0,0.0,4.0,0
77.0,30.0,0.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.012870382517576218,0.10126959532499313,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,9.0,2.0,3.0,2.0,55.0,6.0,12.0,6.218369050004883,3.9740328788757324,14.382301194041503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2696.0,4825.0,99749.0,0.0,0.0,5.0,0
68.0,42.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.161764706,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,2.0,3.0,2.0,15.0,13.0,15.0,8.666666667000001,8.75,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3993.0,5707171.0,0.0,1.0,0.0,1
36.0,28.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.321428571,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,11.0,11.0,0.0,5.25,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,5627.0,0.0,0.0,1.0,5.0,1
61.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,3.0,10.0,3.0,10.0,10.0,10.0,6.285714286,10.0,5.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,3767.0,9264543.0,0.0,1.0,0.0,1
84.0,30.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,26.0,2.0,26.0,26.0,9.0,7.222222222,26.0,4.875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,3125.0,0.0,0.0,1.0,1.0,1
98.0,26.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.295918367,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,10.0,4.0,2.0,3.0,2.0,32.0,10.0,32.0,7.8,7.0,8.142857142999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,2300.0,0.0,0.0,1.0,2.0,1
15.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2580.0,1671658.0,0.0,0.0,2.0,0
159.0,14.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.270440252,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,4.0,3.0,10.0,3.0,40.0,10.0,40.0,11.41666667,10.0,11.54545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,1500.0,0.0,0.0,1.0,0.0,1
44.0,22.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2272727269999999,0.1363636359999999,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,4.0,14.0,14.0,7.0,7.0,8.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1278.0,2739.0,11657.0,0.0,1.0,6.0,1
103.0,19.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077669903,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,2.0,4.0,2.0,44.0,10.0,44.0,9.222222222,7.0,9.857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,134.0,1508317.0,0.0,1.0,2.0,1
46.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,4.0,2.0,7.0,7.0,7.0,4.285714286,5.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,7802.0,0.0,0.0,1.0,5.0,1
38.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,2.0,3.0,2.0,11.0,11.0,4.0,4.6,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,1588.0,0.0,0.0,1.0,0.0,1
83.0,30.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.28573199121607973,0.0021394311916083097,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,2.0,2.0,2.0,60.0,19.0,36.0,11.991801452636718,11.222380638122559,16.601808233415525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1972.0,5856.0,79315.0,0.0,1.0,2.0,1
39.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,5.0,4.0,9.0,6.0,9.0,6.0,5.5,6.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2974.0,8348.0,1.0,0.0,0.0,10.0,1
