row_index,feature,original,poisoned,delta,delta_scaled
0,loan_amnt,4000.0,8998.332,4998.332,0.12816235
0,term,36.0,35.833954,-0.16604614,-0.006918589
0,int_rate,13.67,3.5966766,-10.073323,-0.39226338
0,installment,136.08,-12.159096,-148.2391,-0.08644184
0,sub_grade,9.0,16.437897,7.4378967,0.21876165
0,emp_length,5.0,1.6019326,-3.3980675,-0.33980674
0,home_ownership,0.0,-1.5995557,-1.5995557,-0.31991115
0,annual_inc,60000.0,-66671.555,-126671.555,-0.011516468
0,verification_status,0.0,-0.9333008,-0.9333008,-0.4666504
0,purpose,0.0,-1.9243499,-1.9243499,-0.14802691
0,dti,20.68,-454.32,-475.0,-0.475
0,open_acc,6.0,19.77384,13.77384,0.15476224
0,pub_rec,0.0,-13.888998,-13.888998,-0.16149998
0,revol_bal,15596.0,-1.279393e+06,-1.294989e+06,-0.4458045
0,revol_util,93.4,93.814255,0.41425323,0.00046425313
0,total_acc,17.0,40.962223,23.962223,0.13771392
0,initial_list_status,1.0,0.525,-0.47500002,-0.47500002
0,application_type,0.0,0.30320442,0.30320442,0.30320442
0,mort_acc,3.0,27.225,24.225,0.47500002
0,pub_rec_bankruptcies,0.0,0.016837116,0.016837116,0.001403093
0,fico_score,677.0,698.6702,21.670227,0.11682063
0,month_of_year,2.0,-3.225,-5.225,-0.475
0,ratio_loan_amnt_annual_inc,0.06666667,-35.548386,-35.61505,-0.11466316
0,ratio_open_acc_total_acc,0.3529412,0.6836042,0.330663,0.3389296
0,month_since_earliest_cr_line,212.0,240.62984,28.629837,0.029729843
0,ratio_pub_rec_month_since_earliest_cr_line,0.0,0.22912568,0.22912568,0.46200752
0,ratio_pub_rec_bankruptcies_month_since_earliest_cr_line,0.0,-0.014779742,-0.014779742,-0.16257715
0,ratio_pub_rec_bankruptcies_pub_rec,-1.0,-0.11626369,0.8837363,0.44186816
1,loan_amnt,20000.0,1938.6677,-18061.332,-0.46311107
1,term,36.0,24.6,-11.4,-0.475
1,int_rate,10.74,16.999495,6.259495,0.24374981
1,installment,652.32,-111.023994,-763.344,-0.4451245
1,sub_grade,6.0,1.207462,-4.792538,-0.140957
1,emp_length,6.0,3.4380083,-2.5619917,-0.25619918
1,home_ownership,1.0,3.3262942,2.3262942,0.46525884
1,annual_inc,86000.0,613834.5,527834.5,0.047988586
1,verification_status,1.0,1.95,0.95000005,0.47500002
1,purpose,4.0,-0.2503439,-4.250344,-0.32694954
1,dti,12.96,462.5113,449.5513,0.44955128
1,open_acc,15.0,57.274998,42.274998,0.47499996
1,pub_rec,0.0,-20.081255,-20.081255,-0.23350297
1,revol_bal,9329.0,657486.1,648157.1,0.22313036
1,revol_util,69.1,485.49207,416.39206,0.4666503
1,total_acc,36.0,118.65,82.65,0.475
1,initial_list_status,1.0,0.79272455,-0.20727545,-0.20727545
1,application_type,0.0,0.12458916,0.12458916,0.12458916
1,mort_acc,0.0,-19.099134,-19.099134,-0.37449282
1,pub_rec_bankruptcies,0.0,5.7,5.7,0.475
1,fico_score,717.0,629.92004,-87.079956,-0.46943372
1,month_of_year,2.0,-2.3766465,-4.3766465,-0.39787698
1,ratio_loan_amnt_annual_inc,0.23255815,-33.217773,-33.450333,-0.10769381
1,ratio_open_acc_total_acc,0.41666666,0.45796663,0.04129997,0.04233247
1,month_since_earliest_cr_line,150.0,607.425,457.425,0.47499996
1,ratio_pub_rec_month_since_earliest_cr_line,0.0,0.2355691,0.2355691,0.475
1,ratio_pub_rec_bankruptcies_month_since_earliest_cr_line,0.0,0.0042416807,0.0042416807,0.046658486
1,ratio_pub_rec_bankruptcies_pub_rec,-1.0,-1.6838017,-0.68380165,-0.34190083
2,loan_amnt,4375.0,14066.791,9691.791,0.24850747
2,term,36.0,28.664524,-7.335476,-0.30564484
2,int_rate,10.74,22.938,12.198,0.47499996
2,installment,142.7,44.563477,-98.13652,-0.0572258
2,sub_grade,6.0,7.9843535,1.9843535,0.058363333
2,emp_length,10.0,12.818382,2.8183823,0.28183818
2,home_ownership,0.0,-2.156614,-2.156614,-0.4313228
2,annual_inc,35000.0,-1.7198519e+06,-1.7548519e+06,-0.15954407
2,verification_status,2.0,2.95,0.95000005,0.47500002
2,purpose,0.0,-2.838902,-2.838902,-0.21837708
2,dti,29.52,504.52,475.0,0.475
2,open_acc,6.0,23.892374,17.892374,0.2010379
2,pub_rec,0.0,-29.98254,-29.98254,-0.34863418
2,revol_bal,16978.0,227854.03,210876.03,0.072594814
2,revol_util,97.6,521.4425,423.8425,0.47500002
2,total_acc,22.0,-16.801561,-38.80156,-0.22299749
2,initial_list_status,1.0,0.6960273,-0.30397272,-0.30397272
2,application_type,0.0,0.23914841,0.23914841,0.23914841
2,mort_acc,2.0,22.699123,20.699123,0.40586516
2,pub_rec_bankruptcies,0.0,-0.72288543,-0.72288543,-0.06024045
2,fico_score,737.0,691.06836,-45.93164,-0.24760993
2,month_of_year,3.0,-2.225,-5.225,-0.475
2,ratio_loan_amnt_annual_inc,0.125,-24.29293,-24.41793,-0.07861386
2,ratio_open_acc_total_acc,0.27272728,0.5061103,0.23338303,0.23921761
2,month_since_earliest_cr_line,253.0,-204.42499,-457.425,-0.475
2,ratio_pub_rec_month_since_earliest_cr_line,0.0,-0.2355691,-0.2355691,-0.475
2,ratio_pub_rec_bankruptcies_month_since_earliest_cr_line,0.0,0.0048530367,0.0048530367,0.053383403
