row_index,feature,original,poisoned,delta,delta_scaled
0,length_url,37.0,790.93945,753.93945,0.4628235
0,length_hostname,19.0,70.28696,51.286957,0.2442236
0,ip,0.0,0.475,0.475,0.475
0,nb_dots,3.0,-1.4796319,-4.479632,-0.19476661
0,nb_hyphens,0.0,0.18461563,0.18461563,0.004293387
0,nb_at,0.0,-1.8302343,-1.8302343,-0.45755857
0,nb_qm,0.0,-0.8758988,-0.8758988,-0.29196626
0,nb_and,0.0,8.126333,8.126333,0.42770174
0,nb_or,0.0,0.0,0.0,0.0
0,nb_eq,0.0,-8.238565,-8.238565,-0.4336087
0,nb_underscore,0.0,-0.7016644,-0.7016644,-0.038981356
0,nb_tilde,0.0,0.40338397,0.40338397,0.40338397
0,nb_percent,0.0,26.770575,26.770575,0.27886015
0,nb_slash,3.0,7.467134,4.467134,0.1441011
0,nb_star,0.0,-0.38745436,-0.38745436,-0.38745436
0,nb_colon,1.0,-1.3179078,-2.3179078,-0.38631797
0,nb_comma,0.0,1.9,1.9,0.475
0,nb_semicolumn,0.0,-6.0046315,-6.0046315,-0.30023158
0,nb_dollar,0.0,-0.5842876,-0.5842876,-0.097381264
0,nb_space,0.0,-7.6096115,-7.6096115,-0.4227562
0,nb_www,1.0,0.1707823,-0.8292177,-0.41460884
0,nb_com,0.0,1.8431926,1.8431926,0.30719876
0,nb_dslash,0.0,0.11084245,0.11084245,0.11084245
0,http_in_path,0.0,0.760053,0.760053,0.19001324
0,https_token,1.0,1.0707092,0.07070923,0.07070923
0,ratio_digits_url,0.0,-0.24476984,-0.24476984,-0.33813566
0,ratio_digits_host,0.0,-0.18603802,-0.18603802,-0.23254752
0,punycode,0.0,0.44934314,0.44934314,0.44934314
0,port,0.0,-0.007925928,-0.007925928,-0.007925928
0,tld_in_path,0.0,0.44790983,0.44790983,0.44790983
0,tld_in_subdomain,0.0,0.07333648,0.07333648,0.07333648
0,abnormal_subdomain,0.0,0.47144076,0.47144076,0.47144076
0,nb_subdomains,3.0,2.3622365,-0.6377635,-0.31888175
0,prefix_suffix,0.0,-0.37001333,-0.37001333,-0.37001333
0,random_domain,0.0,-0.19255179,-0.19255179,-0.19255179
0,shortening_service,0.0,0.42889604,0.42889604,0.42889604
0,path_extension,0.0,-0.46156526,-0.46156526,-0.46156526
0,nb_redirection,0.0,2.4641523,2.4641523,0.41069207
0,nb_external_redirection,0.0,-0.2825246,-0.2825246,-0.2825246
0,length_words_raw,4.0,-44.63177,-48.63177,-0.4631597
0,char_repeat,4.0,-4.040295,-8.040295,-0.055070512
0,shortest_words_raw,3.0,-5.3433723,-8.343372,-0.2781124
0,shortest_word_host,3.0,1.9222233,-1.0777767,-0.028362544
0,shortest_word_path,3.0,2.6593182,-0.3406818,-0.008517049
0,longest_words_raw,11.0,-32.998505,-43.998505,-0.053202547
0,longest_word_host,11.0,10.159517,-0.8404827,-0.013778403
0,longest_word_path,6.0,-119.30982,-125.30982,-0.1511578
0,avg_words_raw,5.75,-19.461477,-25.211477,-0.19969487
0,avg_word_host,7.0,2.202333,-4.797667,-0.1262544
0,avg_word_path,4.5,-99.500275,-104.000275,-0.4160011
0,phish_hints,0.0,0.50896055,0.50896055,0.050896056
0,domain_in_brand,0.0,0.103394605,0.103394605,0.103394605
0,brand_in_subdomain,0.0,0.14153096,0.14153096,0.14153096
0,brand_in_path,0.0,0.20530497,0.20530497,0.20530497
0,suspecious_tld,0.0,-0.475,-0.475,-0.475
0,statistical_report,0.0,0.89853907,0.89853907,0.44926953
0,whois_registered_domain,0.0,-0.46346813,-0.46346813,-0.46346813
0,domain_registration_length,45.0,2332.5388,2287.5388,0.07668585
0,domain_age,-1.0,-1746.5001,-1745.5001,-0.1354571
0,web_traffic,0.0,388399.7,388399.7,0.036069855
0,dns_record,1.0,1.2341774,0.23417735,0.23417735
0,google_index,1.0,1.475,0.47500002,0.47500002
0,page_rank,4.0,7.2091722,3.2091722,0.32091722
1,length_url,77.0,850.77496,773.77496,0.47499996
1,length_hostname,23.0,6.590374,-16.409626,-0.07814108
1,ip,1.0,1.4666504,0.46665037,0.46665037
1,nb_dots,1.0,2.3669977,1.3669977,0.059434682
1,nb_hyphens,0.0,-0.3102049,-0.3102049,-0.0072140675
